id,count
丰田-汉兰达-2015,15213
标致-308-20122014,15144
现代-领动-2016,15142
长安-欧诺-2012（车头）,15064
哈弗-H6-20132015(运动版)（车头）,15002
宝马-5系-2014(中低配型)（车头）,14966
哈弗-H6-2015(运动版改款)（车头）,14818
起亚-K2-2015,14669
奥迪-Q5-20102014（车尾）,14608
大众-宝来-20162017(中高配版)（车头）,14598
本田-雅阁-20142015,14368
别克-GL8-20112015(豪华型)（车头）,14355
别克-GL8-20112015(标准型)（车头）,14253
长安-长安之星2-2009,14244
斯柯达-明锐-20102015(含经典版)（车头）,14242
本田-雅阁-20082010（车头）,14202
五菱-五菱之光-2010（车头）,14191
大众-途观-20102012(中高配版)（车头）,14139
奥迪-A4L-20132015(中高配版)（车头）,14118
启辰-D50-20122014,14064
本田-雅阁-20082013（车尾）,14054
别克-凯越-20042007,14031
别克-君越-2009（车头）,13995
挂车类（车尾）,13913
东风风行-菱智-2013（车头）,13789
老年代步车（车头）,13784
广汽传祺-GS4-20152017（车尾）,13734
哈弗-H6-20132015(升级版)（车头）,13630
安凯-HFF6125G03PHEV（车尾）,13574
东风风行-菱智-2012（车头）,13399
金旅-海狮-2010,13339
别克-君越-2013,13214
东风商用-天锦DFL5160XXYBX2A1（车头）,13190
本田-XRV-2015（车头）,13129
大众-迈腾-2017(低配版),13052
大众-桑塔纳志俊-20082010,12994
长安-CS35-2012（车头）,12988
丰田-卡罗拉-2016(双擎),12871
奥迪-Q3-20132015,12861
大众-速腾-20062010,12829
jeep-自由光-2014,12791
现代-瑞纳-2014（车头）,12749
一汽解放-J6P牵引车（车头）,12700
雪佛兰-科鲁兹-20092014（车尾）,12663
本田-凌派-20132015,12617
福特-锐界-2015（车头）,12570
本田-雅阁-20032007（车头）,12563
东风-帅客-2010（车头）,12537
丰田-凯美瑞-2009（车头）,12522
大众-宝来-2016,12519
荣威-350-2012（车头）,12418
日产-逍客-20112015（车头）,12401
丰田-威驰-2014（车头）,12151
丰田-卡罗拉-2007（车头）,12148
大众-CC-20132015,12102
宝骏-560-2015(中高配版)（车头）,12083
众泰-T600-2014,12045
本田-奥德赛-2015,11901
大众-Polo-20142015(中高配版)（车头）,11845
大众-宝来-20132014（车尾）,11805
标致-408-20142015,11798
大众-凌渡-2015（车头）,11795
现代-名图-2014（车尾）,11747
荣威-350-20102014（车尾）,11707
雪铁龙-世嘉-20122013（车头）,11692
长安-逸动-20122014（车尾）,11595
现代-伊兰特-2007（车头）,11593
本田-雅阁-2016(中低配版)（车头）,11551
误检-汉字（车尾）,11510
海马-福仕达鸿达-2009,11467
jeep-指南者-20112014,11458
日产-阳光-2011（车头）,11439
丰田-卡罗拉-20072009（车尾）,11429
大众-Polo-20112013(中高配版)（车头）,11394
比亚迪-S6-20112014,11277
大众-Polo-20142015（车尾）,11264
现代-胜达-2013,11235
现代-悦动-20112016（车尾）,11212
现代-伊兰特-20042009（车尾）,11102
长安-欧诺-20122014（车尾）,11101
五菱-五菱之光-2013(实用型)（车头）,11057
福特-翼搏-2013,11030
福特-福克斯-20092012(两厢含经典版)（车头）,11010
奔驰-C级-2015(运动型)（车头）,11002
别克-君威-2014（车头）,11000
别克-昂科威-20142017（车尾）,10999
福田-风景-2006（车头）,10962
奇瑞-旗云3-2010,10914
东风小康-K07-20062010（车头）,10907
丰田-汉兰达-20092011,10894
江淮-骏铃II（车头）,10855
吉利-帝豪-20142015（车头）,10839
标致-301-2014,10811
中国重汽-豪沃-2011（车头）,10724
宝马-5系-2014(高配型)（车头）,10709
现代-朗动-2016（车头）,10679
丰田-花冠-20072009,10673
本田-CRV-2010（车头）,10593
日产-天籁-20112012,10529
本田-CRV-20072010（车尾）,10495
东风风行-景逸X5-20132015,10414
雪佛兰-赛欧-20102013(三厢)（车尾）,10368
雪佛兰-科沃兹-2016,10263
东风风行-菱智M3-20072015（车尾）,10252
现代-悦动-20082010（车尾）,10229
别克-英朗XT-20102014,10193
福特-福克斯-20092014(两厢含经典款)（车尾）,10123
别克-君威-20092013（车头）,10055
丰田-普拉多-2010,9997
丰田-雷凌-2016(双擎),9916
日产-逍客-2016,9893
福特-经典全顺-20032014（车尾）,9879
大众-Polo-20142015(低配版)（车头）,9832
现代-朗动-2015（车头）,9830
福特-福克斯-2015(两厢)（车头）,9794
哈弗-H2-20142016（车头）,9783
荣威-350-20142015（车头）,9761
宝马-5系-20112013（车头）,9724
铃木-北斗星-20042013（车尾）,9705
东风风光-580-20162017,9699
日产-天籁-2008,9641
大众-迈腾-20072011,9590
陕汽-德龙F3000重卡（车头）,9570
吉利-帝豪-2017(三厢版),9471
奇瑞-瑞虎3-2014（车头）,9416
荣威-360-2015（车头）,9397
现代-途胜-20062009（车头）,9349
本田-思域-2016(低配版)（车头）,9310
丰田-凯美瑞-2007（车头）,9196
日产-天籁-2013（车头）,9188
北汽威旺-306-20112014（车尾）,9093
江淮-骏铃M（车头）,9067
奇瑞-艾瑞泽5-2016,9028
现代-伊兰特-20042005（车头）,9026
五菱-宏光S-20142015(基本型)（车头）,8965
大众-途观-20102012,8940
金杯-小海狮X30-20132015,8902
雪佛兰-赛欧3-2015（车头）,8824
别克-GL8-2017(28T),8821
日产-阳光-20112014（车尾）,8777
东风小康-K17-2009,8766
东风商用-天龙（车头）,8741
日产-骐达-20112014（车尾）,8703
大众-朗逸-20152017(低配版)（车头）,8669
福田-欧曼ETX重卡（车头）,8666
吉利-经典帝豪-20092013(三厢)（车尾）,8665
五菱-荣光小卡-2012,8586
本田-杰德-20132014,8513
大众-途安-20112015（车头）,8465
别克-昂科拉-2013（车头）,8439
依维柯-得意-2012（车头）,8421
广汽传祺-GS5-20122013（车头）,8403
奥迪-A4L-20132015（车尾）,8402
哈弗-H6-20132016(升级版)（车尾）,8401
长安-金牛星-20112013,8395
依维柯-宝迪-20092013,8393
奔腾-B50-2013,8344
荣威-RX5-20162017(中配版)（车头）,8289
大众-桑塔纳浩纳-2015(低配版)（车头）,8261
斯柯达-明锐-20072009,8235
吉利-帝豪-20142015(三厢)（车尾）,8228
铃木-启悦-2015(低配版),8214
日产-逍客-20082015（车尾）,8210
标致-307-20072010（车头）,8164
丰田-凯美瑞-20092013(含经典版)（车尾）,8115
大众-朗行-20152017,8110
长安-睿行-2014,8073
奥迪-A6L-20052008,8071
荣威-550-20082012（车头）,8060
误检-玻璃车前盖（车头）,8060
宝骏-560-20152017（车尾）,8039
丰田-RAV4-20092010（车头）,8011
长安-长安之星9-2015,7983
福特-福克斯-2015(三厢)（车头）,7975
北汽威旺-M20-20132015（车头）,7971
东风风光-330-2014（车头）,7912
沃尔沃-XC60-20142016(含进口版)（车头）,7910
丰田-汉兰达-2012（车头）,7908
福特-翼虎-20132015（车尾）,7899
别克-GL8-20052013(陆尊or经典版)（车尾）,7893
大众-Polo-20112013（车尾）,7806
本田-锋范-2008（车头）,7804
少林-SLG6605CXGJ（车头）,7795
东风风行-景逸-20072014（车尾）,7777
起亚-智跑-2015(中高配版)（车头）,7773
奔腾-X80-2013（车头）,7726
别克-君越-20092012（车尾）,7702
福特-经典福克斯-20132014(两厢)（车头）,7678
本田-CRV-2007（车头）,7668
宝马-3系-20132015（车尾）,7633
大众-帕萨特领驭-2009（车头）,7620
丰田-花冠-2004,7597
宝骏-510-2017(中高配版)（车头）,7595
吉利-帝豪GL-2017,7592
丰田-RAV4-20092012（车尾）,7585
福田-风景G7-2014（车头）,7533
长安-逸动-2012（车头）,7525
雪铁龙-世嘉-20082011(三厢)（车尾）,7522
吉利-远景SUV-2016,7511
日产-蓝鸟-2016,7482
起亚-K2-20112012(三厢)（车尾）,7453
奥迪-A6L-2016(中低配版)（车头）,7447
大众-迈腾-2016(中高配版)（车尾）,7445
起亚-K2-2017,7442
别克-君越-2016（车头）,7437
马自达-马自达6-2007（车头）,7381
一汽解放-J6L载货车（车头）,7343
东风风行-菱智V3-20072014（车尾）,7323
宝马-X1-2016(低配版),7310
本田-雅阁-20112012（车头）,7291
起亚-狮跑-2013,7274
东风商用-天龙DFL1311A10（车头）,7240
大众-高尔夫嘉旅-2016(含进口版),7239
大众-途安-20082015（车尾）,7239
奔腾-B70-20062009,7190
雪佛兰-乐风-20062008,7172
长安-长安之星S460-2009(1.0L版)（车头）,7161
别克-君越-2008,7157
起亚-K5-20112012,7157
日产-天籁-2016,7125
奇瑞-QQ3-20042012(含高配版)（车头）,7113
现代-索纳塔八-20112014（车尾）,7094
吉利-帝豪GS-2016(运动版),7079
大众-帕萨特领驭-2005（车头）,7071
奔腾-B50-20092012（车尾）,6983
长安-CS35-20122014（车尾）,6983
路虎-揽胜运动-2014,6933
东风-帅客-20102014（车尾）,6932
现代-胜达-20132015（车尾）,6917
本田-锋范-2012（车头）,6893
东南-V3菱悦-20082010,6880
江淮-瑞风S3-20142015（车头）,6814
宝骏-630-20112014,6803
别克-威朗-20152017(低配版)（车尾）,6790
荣威-RX5-2016（车尾）,6774
福田-奥铃TX（车头）,6742
宝马-X5-20142015（车头）,6726
本田-思域-2006（车头）,6717
雪铁龙-C4L-2013（车头）,6715
菲亚特-菲翔-20122014（车头）,6700
本田-艾力绅-2016,6671
本田-XRV-20152017（车尾）,6623
福田-欧曼ETX5系（车头）,6546
起亚-福瑞迪-2014,6537
雪铁龙-C5-20102012,6517
jeep-大切诺基(进口)-2014,6500
奇瑞-E5-2012（车头）,6493
雪铁龙-C4世嘉-2016,6483
铃木-北斗星X5-2013,6464
长安-致尚XT-2013,6407
起亚-KX5-2016,6373
哈弗-H2s-2017(红标版),6370
奔驰-M级-20122015,6367
本田-思域-20062009（车尾）,6366
东风小康-C37-2012,6336
本田-奥德赛-2009,6308
本田-思域-2012（车头）,6302
雪铁龙-C3XR-2015（车头）,6301
误检-车角（车头）,6277
大众-捷达-19982002（车头）,6273
大众-Polo劲情-20062008（车头）,6267
雪佛兰-迈锐宝-2016（车头）,6242
凯迪拉克-XT5-2016,6229
标致-207-20092011（车头）,6226
现代-途胜-20042009（车尾）,6223
奥迪-A6L-2016(高配版)（车头）,6215
丰田-威驰-20142015（车尾）,6213
奔驰-GLC级-2016,6160
奔腾-B50-2009（车头）,6139
雪佛兰-乐风-20092010,6136
雪铁龙-世嘉-20082011（车头）,6134
渣土车类（车尾）,6130
江淮-瑞风M3-2015,6128
长安-都市彩虹-20052009,6111
江淮-和悦-20102012,6111
奔驰-S级-20102012,6083
本田-思域-2016,6077
福特-锐界-20152017（车尾）,6075
日产-骊威-20082010(劲锐版)（车头）,6061
日产-骊威-2010(劲悦版),6052
别克-GL8-2014(豪华版)（车尾）,6044
荣威-i6-2017,6042
福特-福克斯-2012(两厢)（车尾）,6041
路虎-揽胜-2013,6030
哈弗-H6.Coupe-2015（车头）,6029
日产-骊威-2013,6027
福特-翼虎-2017,6025
斯柯达-昊锐-20092013,5983
误检-车顶（车头）,5967
江淮-瑞风S3-2014（车尾）,5911
微卡类（车尾）,5910
起亚-RIO锐欧-20052007（车尾）,5906
起亚-赛拉图-2010（车头）,5895
本田-思域-2009（车头）,5857
长安-长安之星-2009(标准型)（车头）,5845
斯柯达-昕锐-20142016(中高配版)（车头）,5844
路虎-揽胜极光-2011（车头）,5843
丰田-雷凌-20142015（车尾）,5827
东风风行-菱智M3-2016（车头）,5799
标致-408-20102012,5791
福特-新世代全顺-20082014（车尾）,5790
长安-奔奔MINI-2012,5771
雷克萨斯-ES-20132014,5764
比亚迪-L3-20102013,5762
福特-福克斯-20092012(三厢含经典版)（车头）,5760
一汽-森雅M80-20092014,5749
海马-S5-2014（车头）,5747
雪铁龙-爱丽舍-2017(低配版)（车头）,5701
雪佛兰-科鲁兹-2017(高配版含两厢型)（车头）,5680
路虎-发现神行-20152016(含进口版),5649
标致-3008-2013（车头）,5646
别克-昂科拉-20132015（车尾）,5639
荣威-360-20152016（车尾）,5623
福特-福克斯-20092014(三厢含经典款)（车尾）,5592
斯柯达-明锐-2015,5586
别克-君威-20092012（车尾）,5568
大众-宝来-20162017(低配版)（车头）,5544
福特-福克斯-2007（车头）,5538
MG-MG3-20112013（车头）,5524
MG-锐腾-2015（车头）,5517
北汽威旺-M20-20132014（车尾）,5512
大众-帕萨特-20012007（车头）,5489
比亚迪-速锐-2012（车头）,5484
大众-夏朗-20122017（车头）,5478
丰田-凯美瑞-20062008（车尾）,5471
起亚-赛拉图-20072012（车尾）,5457
本田-飞度-2011,5454
别克-君威-20142015（车尾）,5453
哈弗-H2-2014（车尾）,5443
奔驰-R级-20112015（车头）,5438
宝马-3系-2016(低配版)（车头）,5424
现代-雅绅特-20062009（车头）,5420
东风-EQ6607LT5（车头）,5409
福特-嘉年华-20092014(两厢)（车尾）,5388
长安-欧尚-2016（车头）,5385
沃尔沃-S60L-2014(含V60)（车头）,5368
日产-奇骏-20082010,5357
丰田-普拉多-20142016(含进口版)（车尾）,5354
江淮-骏铃V6（车头）,5312
奔驰-GLA级-2015(含进口版)（车头）,5268
丰田-雅力士致炫-2013（车头）,5263
大众-凌渡-20152017（车尾）,5231
宇通-ZK6888HNBA（车头）,5225
吉利-GX7-20122013,5210
青岛解放-天V（车头）,5195
五菱-五菱之光-2010(实用型)（车尾）,5185
现代-索纳塔八-20132014（车头）,5182
东风风行-景逸-20072013（车头）,5180
斯柯达-速派-2016,5176
长安-长安之星7-2014,5172
东风风行-SX6-2016,5171
马自达-马自达6-20042014（车尾）,5147
丰田-凯美瑞-20122013（车头）,5145
一汽-森雅R7-20162017,5142
本田-雅阁-2016（车尾）,5127
吉利-远景-2015,5126
长安-悦翔V3-2012,5126
日产-骊威-20072010（车尾）,5104
长安-长安星光4500-2007（车头）,5098
现代-索纳塔八-2011（车头）,5091
长安-逸动-2015（车头）,5090
少林-SLG6668（车头）,5090
雪铁龙-爱丽舍-2008（车头）,5086
长安-S460-2009（车尾）,5086
奔腾-B50-20112012（车头）,5080
现代-ix35-20132015（车尾）,5067
标致-408-2013,5067
丰田-RAV4-20112013(含特享版)（车头）,5063
丰田-皇冠-2006（车头）,5063
福特-福克斯-2012(三厢)（车尾）,5060
奇瑞-QQ3-20042013（车尾）,5050
大众-桑塔纳-2016(低配版)（车尾）,5032
江淮-瑞风S3-2017,5024
奥迪-A4L-20092012(中高配版)（车头）,5018
雪佛兰-科帕奇-2011（车头）,4996
丰田-卡罗拉-20102013（车尾）,4980
奔驰-C级-20152017(运动版)（车尾）,4979
铃木-奥拓-20092012,4958
铃木-北斗星-2004（车头）,4952
广汽传祺-GS8-2017(中高配版)（车头）,4949
奔驰-E级-20142015(运动型中高配版)（车头）,4942
中国重汽-豪沃（车头）,4927
日产-天籁-20132014（车尾）,4921
海格-KLQ6793,4918
宇通-ZK6930H（车头）,4917
雪佛兰-景程-20102012（车头）,4907
福田-风景-2012（车头）,4901
奥迪-A6-2004,4898
金旅-海狮-2013（车头）,4898
大众-途观L-2017(中低配版)（车头）,4888
宝骏-乐驰-20042012（车尾）,4875
宝马-7系-2016（车头）,4839
奥迪-Q3-20162017,4836
宝骏-310-20162017(中高配版)（车头）,4813
长安-悦翔V7-2015,4811
福田-风景-20062014（车尾）,4776
日产-NV200-20102013（车头）,4768
本田-歌诗图-20112012,4764
福特-蒙迪欧致胜-20112013(中高配版)（车头）,4761
现代-途胜-2013,4753
日产-帕拉丁-20042006（车头）,4724
沃尔沃-XC60-20092015(含进口版)（车尾）,4723
丰田-RAV4-2016(RAV4荣放)（车头）,4718
江淮-瑞风S3-2016（车头）,4717
众泰-大迈X5-20152016（车头）,4716
东风风度-MX6-2015（车头）,4713
jeep-指南者-2017,4712
三菱-欧蓝德(进口)-2016（车头）,4708
奔驰-GLC级-2017(中高配版)（车头）,4693
大众-帕萨特-20002007（车尾）,4678
雷克萨斯-ES-20152016,4675
长城-C50-20122013,4667
吉利-经典帝豪-20092012(三厢)（车头）,4653
雪佛兰-创酷-2014,4650
雪佛兰-赛欧3-20152016（车尾）,4650
斯柯达-明锐-2017,4640
奔驰-GLK级-2013（车头）,4637
长城-C30-20102013（车尾）,4631
昌河-福瑞达-2009（车头）,4628
起亚-索兰托-2013,4614
铃木-奥拓-2013,4604
东风风光-330-20132014（车尾）,4592
大众-途锐-20112014,4576
五征-低速货车（车头）,4575
丰田-普拉多-20042006,4565
江淮-新帅铃（车头）,4560
东风风行-景逸X3-2014（车头）,4536
长安-长安之星S460-2009(1.3L版)（车头）,4524
江淮-和悦RS-20102012,4523
起亚-智跑-2015,4492
别克-君威-2004（车头）,4487
起亚-K4-2014,4472
大众-途锐-20112015（车头）,4456
马自达-昂科塞拉-2014（车头）,4447
奔驰-E级-20162017(长轴版标准型)（车头）,4438
启辰-R50-20122014（车尾）,4410
日产-NV200-20102014（车尾）,4410
奇瑞-风云2-2010（车头）,4409
丰田-威驰FS-2017(高配版)（车头）,4409
宝马-X1-20122014（车尾）,4408
大众-桑塔纳志俊-20042006（车头）,4408
奇瑞-A5-2006（车头）,4403
本田-锋范-2015（车头）,4402
奔驰-S级-2014（车头）,4401
MG-ZS-2017（车头）,4372
江淮-帅铃（车头）,4367
别克-GL8-2017(25S)（车头）,4331
长安-CX20-2011,4331
保时捷-卡宴-20112014,4306
路虎-发现4-2014（车头）,4302
长安-欧诺-2012(基本型)（车头）,4291
五菱-五菱之光-2009(立业型)（车头）,4278
宝马-3系-20132015(低配版)（车头）,4278
MG-锐行-2015,4263
大众-朗行-20132015（车尾）,4252
纳智捷-优6SUV-2014,4242
老年代步车-1（车尾）,4225
斯柯达-明锐-20152017（车尾）,4222
大众-捷达-2017(低配版)（车头）,4216
起亚-KX3-2015(中高配版)（车头）,4209
本田-凌派-2016,4199
广汽传祺-GS5-20122014（车尾）,4197
荣威-550-20082013(含经典版)（车尾）,4193
长安-奔奔MINI-20102011,4192
本田-CRV-2017(中高配版)（车头）,4192
丰田-威驰-2008,4189
奔腾-B70-2010（车头）,4182
东风-EQ6730P3G（车头）,4181
雪铁龙-C5-20132014,4169
东风小康-K07S-2015（车头）,4168
福特-福克斯-20152017(两厢)（车尾）,4166
大众-速腾-2011,4163
菲亚特-菲翔-20122015（车尾）,4146
吉利-远景-20162017（车尾）,4144
比亚迪-S7-2015,4139
雪佛兰-科鲁兹-2016,4121
比亚迪-速锐-20122014（车尾）,4121
奔腾-X80-20132015（车尾）,4116
本田-雅阁-20062007（车尾）,4103
大众-途昂-2017(中低配版)（车头）,4093
雪佛兰-乐驰-20042012（车头）,4089
大众-帕萨特领驭-20092011（车尾）,4075
江淮-星锐-2011（车头）,4071
大众-蔚领-2017,4060
日产-奇骏-2017（车头）,4055
北汽威旺-M30-2015,4045
本田-雅阁-2013（车头）,4039
奥迪-Q5-20102012（车头）,4026
日产-骊威-2007（车头）,4023
道奇-酷威-20132015（车头）,4006
依维柯-都灵-20052009（车尾）,4003
上汽大通-V80-20112014（车头）,4002
时代-驭菱轻卡（车头）,3995
MG-MG3-20112014（车尾）,3982
本田-锋范-20082011（车尾）,3980
标致-508-20112014,3980
马自达-CX5-2013（车头）,3969
青岛解放-赛龙载货（车头）,3967
陕汽-德龙X3000（车头）,3952
起亚-狮跑-2009（车头）,3934
吉利-远景-2017（车头）,3921
大众-途昂-2017（车尾）,3919
丰田-兰德酷路泽-2012,3914
起亚-锐欧-2007（车头）,3914
宝马-X3-20112014（车尾）,3901
福田-欧马可（车头）,3899
长安-CS15-2016,3892
奇瑞-A5-20062009（车尾）,3886
奥迪-A4L-2017(低配版)（车头）,3886
福田-欧曼GTL（车头）,3877
本田-飞度-2008,3873
现代-名图-2017（车头）,3866
丰田-凯美瑞-2012（车尾）,3858
东风风行-S500-2016（车头）,3849
北汽幻速-S3-20142015,3845
金龙-XMQ6116G4（车尾）,3835
起亚-狮跑-20072012（车尾）,3833
东风股份-康霸（车头）,3830
本田-奥德赛-20072008,3822
宝骏-510-2017（车尾）,3821
长城-M4-20122013（车头）,3816
大众-CC-20092012（车头）,3810
危险品运输车类（车尾）,3806
东风小康-V07S-2011,3789
奇瑞-瑞虎5-2014,3789
大众-Polo-20112013(低配版)（车头）,3784
江淮-瑞风M3-2016,3783
长安-欧力威-2013（车头）,3780
本田-哥瑞-2016,3771
东风风行-景逸XV-20152016（车头）,3755
大众-CrossPolo-2012（车头）,3755
上汽大通-G10-20142015,3749
日产-颐达-20052006,3748
海马-S5-20142015（车尾）,3702
现代-领翔-2009,3688
马自达-马自达3-20102012（车头）,3679
丰田-雅力士致炫-2016(改款)（车头）,3677
丰田-普拉多-2014(外挂备胎)（车尾）,3668
福特-福克斯-20152017(三厢)（车尾）,3661
东风风行-菱智M5-2012（车头）,3657
凯迪拉克-SRX-20132015（车头）,3643
宝马-X5-20112013（车头）,3641
福特-嘉年华-20092011（车头）,3638
现代-索纳塔-2006（车头）,3638
海马-海福星-20082010（车头）,3624
奔驰-E级-20162017(长轴版运动型)（车头）,3623
福特-锐界-2011（车头）,3612
马自达-昂科塞拉-2014(三厢)（车尾）,3611
凯迪拉克-ATS.L-2016（车头）,3604
五菱-五菱之光-2005,3592
大众-Polo劲情-20062009,3592
陕汽-德龙M3000（车头）,3582
哈弗-H6-20112013,3579
五菱-宏光S1-2015（车头）,3573
奥迪-A4L-20092012（车尾）,3543
吉利-经典帝豪-2013(三厢)（车头）,3538
东南-DX7-20152016（车头）,3538
起亚-K5-20142015（车头）,3538
奥迪-Q7-20092015（车头）,3527
福特-嘉年华-20132014（车头）,3520
金杯-海狮-2008（车头）,3514
宝马-3系-20092012,3513
长城-M4-20122014（车尾）,3504
福特-蒙迪欧-2017(中低配版)（车头）,3484
本田-锋范-20122014（车尾）,3477
奇瑞-A3-20082012（车头）,3469
大众-宝来-2006,3457
斯柯达-晶锐-20082011,3453
东风-天锦中卡载货车（车头）,3450
别克-GL8-2013（车尾）,3449
本田-思域-20122013（车尾）,3446
本田-雅阁-20042005（车尾）,3445
吉利-GX7-20142015,3444
日产-骐达-20052006,3442
吉利-博瑞-2015（车头）,3434
奔驰-GLE级-20152016（车头）,3410
现代-雅绅特-20062008（车尾）,3403
日产-骊威-20072010(劲锐版)（车尾）,3371
东风风行-景逸X3-20142015（车尾）,3368
东风风神-AX7-2015（车头）,3363
jeep-自由客-20112014,3357
奔驰-E级-20102013（车尾）,3352
马自达-马自达3-20072009（车头）,3349
奔驰-E级-20112013(优雅型)（车头）,3349
日产-骐达-2016(中高配版)（车头）,3345
吉利-熊猫-20092013,3337
北京汽车-E系列-20122013（车头）,3324
奇瑞-E5-20112014（车尾）,3323
长安-欧力威-20132015（车尾）,3315
马自达-马自达3星骋-20112013（车头）,3312
东风-EQ1120GF1（车头）,3307
一汽-森雅S80-20112014,3302
东风风行-景逸-2014（车头）,3301
宝马-X5-2014（车尾）,3301
奔驰-GLK级-20132015（车尾）,3298
日产-颐达-2008（车尾）,3298
丰田-凯美瑞-2013(经典)（车头）,3297
路虎-发现4-20102014（车尾）,3297
时代-小卡之星（车头）,3296
吉利-远景-20062010,3280
雪佛兰-景程-20072013（车尾）,3278
开瑞-优优2代-2013,3273
长安-欧诺-2015（车头）,3272
昌河-福瑞达-20102014（车尾）,3271
本田-奥德赛-20002002（车头）,3269
起亚-福瑞迪-20142016（车尾）,3235
jeep-牧马人-20082014,3223
日产-天籁-20082012(公爵)（车头）,3216
奥迪-A6L-20162017（车尾）,3213
雪佛兰-迈锐宝XL-2016（车头）,3208
长安-长安之星-2012（车头）,3199
本田-飞度-2004（车头）,3198
